Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Congo, Rep.",COG,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,2.12504959,2.43633674,2.45276459,2.61050747,2.55529589,2.42171832,2.3727083,2.53770363,2.08514176,2.26558576,2.29284845,2.79015169,3.97634646,5.09464112,5.15141136,,
"Congo, Rep.",COG,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,,,,,0.198,,0.19,0.095,,,0.095,,,,,,
"Congo, Rep.",COG,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,,,,,0.962,,1.275,0.824,,,0.824,,,,,,
"Congo, Rep.",COG,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,,,,,0.032,,,,,,,,,,,,
"Congo, Rep.",COG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,1.6,,,,,,,,,,,
"Congo, Rep.",COG,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,-11.84973031,6.602556718,0.959818147,12.61715773,-23.53323441,-3.267550031,7.698556612,-14.2572303,15.43051722,12.5311252,-0.453424767,-1.879821635,19.21453869,7.652144875,16.26792437,28.38511424,-9.704878381
"Congo, Rep.",COG,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,-9.337526438,9.579452068,3.741978027,15.76838755,-21.2862917,-0.241064966,11.2937386,-11.26966203,19.47117724,16.31212682,2.658634329,0.9393346,22.40134744,10.3944689,19.19721283,31.66773573,-7.352033092
"Congo, Rep.",COG,GNI (current US$),NY.GNP.MKTP.CD,2275221208,1967707336,2173255469,2578201999,3161681849,4032288718,5105401247,5774289223,8768093062,6978832894,9024207605,10713457987,10541860826,11049893387,11738937540,8465696104,7373144814
"Congo, Rep.",COG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.881991517,0.055989922,4.378759718,-0.631844987,2.42976608,3.094490115,6.537843953,2.656413243,7.334245387,7.454453074,0.425560659,0.760072644,6.094793057,6.008934751,0.077160494,4.514036066,
"Congo, Rep.",COG,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,64.97998827,54.2273223,59.60543957,53.81205674,57.84408085,50.81685297,49.10136592,49.37949053,,,,,,,,,
"Congo, Rep.",COG,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,77.55309354,74.13114124,75.68437754,64.48506289,61.8737195,66.55518395,73.48048877,75.06949784,,,,,,,,,
"Congo, Rep.",COG,"Labor force, total",SL.TLF.TOTL.IN,1268327,1309763,1352969,1398581,1446909,1498204,1548983,1606652,1663751,1720050,1774174,1820816,1865093,1908715,1952267,2001219,2054852
"Congo, Rep.",COG,Land area (sq. km),AG.LND.TOTL.K2,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500
Gabon,GAB,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,5.259313358,2.984038851,-3.614894907,1.156674286,-0.510921746,4.475964608,11.45874259,5.649682402,-6.791402149,-6.993085109,-5.203385835,2.251028082,4.693941051,4.533375153,9.688036192,8.247691269,11.9372581
Gabon,GAB,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.214400987,0.214674703,0.205017326,0.20356628,0.20408854,0.20487993,0.181505826,0.16952032,0.177350219,0.18413555,0.180098039,0.165724593,0.16133149,0.158589639,,,
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.812587217,3.8027877,3.532692526,3.495415414,3.435279888,3.483729188,2.888232916,2.765283613,2.711326592,2.729299564,2.765547704,2.633946359,2.607034768,2.617165519,,,
Gabon,GAB,Rural population (% of total population),SP.RUR.TOTL.ZS,19.918,19.15,18.435,17.77,17.153,16.579,16.048,15.557,15.104,14.687,14.303,13.953,13.633,13.342,13.08,12.844,12.634
Gabon,GAB,Gross savings (% of GDP),NY.GNS.ICTR.ZS,41.65401027,33.56126065,34.08082102,32.43366947,32.07866593,43.46997173,,,,,,,,,,,
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14094.92215,14360.74385,14183.62719,14415.83666,14520.14845,15140.01952,14603.76833,15369.08885,14686.45582,14347.16801,15045.16361,15893.51531,16457.15714,17078.17146,17569.02023,17926.42909,18107.59942
Gabon,GAB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-4.301698134,-0.384205745,-2.726606782,-0.349913193,-1.971907554,1.018626909,-6.417062523,2.512369718,-6.280019971,-3.046507419,3.599726289,3.501774349,1.673485564,2.124208033,1.064715694,0.948190657,-0.300566424
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,4116.460693,3976.104887,4102.55271,4892.011618,5685.577736,6741.293948,7027.777345,8352.817101,10094.02746,7603.660223,8754.113376,10716.20258,9774.181017,9679.742995,9692.163874,7388.984144,7179.340661
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.11499977,17.00300026,16.83499908,16.83399963,16.7329998,16.89999962,16.78000069,16.70700073,16.68400002,18.35199928,20.38999939,20.38699913,20.29299927,20.27400017,20.1970005,19.11000061,18.50499916
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.882966398,2.135233422,-0.249033169,2.247330012,0.689543058,3.900705466,-3.634637434,5.658952383,-3.308430649,0.13033112,7.089887315,7.091753343,5.251076918,5.63841405,4.314877125,3.879257595,2.26199324
Gabon,GAB,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,63.63757552,75.08814828,79.54128215,76.44373922,71.68922659,63.3450652,66.5622302,68.07526999,64.59944857,79.16111306,73.83067797,67.00963308,70.44212607,75.92018478,84.478515,82.12992502,86.01379204
Gabon,GAB,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,2.88920101,3.2299484,3.21867604,3.47902086,3.25513645,2.75520343,2.88201626,2.8583196,2.535878,3.42794074,3.4057095,3.12257014,3.13156309,3.98331084,3.43747162,,
Gabon,GAB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,,,,,0.292,,,,,,,,,,,,
Gabon,GAB,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,,,,,5.017,,,,,,,,,,,,
Gabon,GAB,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,,,,,,,,,,,,,,,,,
Gabon,GAB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,2,,1.3,,6.3,,,,,,
Gabon,GAB,Urban population (% of total),SP.URB.TOTL.IN.ZS,80.082,80.85,81.565,82.23,82.847,83.421,83.952,84.443,84.896,85.313,85.697,86.047,86.367,86.658,86.92,87.156,87.366
Gabon,GAB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.504920026,2.137620527,0.036682889,2.235353136,0.408205307,3.708333333,-1.409401366,5.030318837,5.264301456,1.885707546,1.461544027,1.269343222,2.661784381,0.480142671,4.655607891,0.604642522,
Gabon,GAB,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,34.45949164,35.47806634,29.8589116,10.27215144,26.0085121,55.5494756,,,,,,,,,,,
Gabon,GAB,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,50.47011351,31.97244091,38.84946021,39.28046914,38.38054909,36.08958174,,,,,,,,,,,
Gabon,GAB,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,-11.02573022,5.166876253,0.950005363,-2.454346052,-8.077748433,5.698662115,-11.07658599,0.803474056,-7.99867145,4.88641025,-1.547604616,-0.802532769,8.979250848,3.840709982,9.4137448,-3.05595594,1.15705994
Gabon,GAB,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,-8.776945382,7.826710961,3.521223055,0.088047988,-5.582070646,8.714262871,-8.432698706,3.897602745,-5.081575592,8.323183711,1.769148484,2.638150502,12.81391063,7.413982714,12.93240441,-0.241150835,3.757084757
Gabon,GAB,GNI (current US$),NY.GNP.MKTP.CD,4289132939,4389710772,4831625557,5784172857,6565102763,8501293254,8794630076,10610543303,13352644574,10693221618,12472296425,15690663232,15457856107,15886427528,17233260806,13068123828,13125284553
Gabon,GAB,"Labor force, total",SL.TLF.TOTL.IN,438907,449886,461771,474685,488737,504025,501623,498570,494996,491018,486562,506067,526937,548356,569603,592472,613828
Gabon,GAB,Land area (sq. km),AG.LND.TOTL.K2,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670
Guinea,GIN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,16.10914496,15.12991146,12.4973423,19.18547468,12.62315347,9.362357664,2.96681587,-5.530060689,1.194903987,-2.981597214,-6.408214923,-6.248752183,-22.10913955,-17.0549326,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,896.3310291,933.0725242,978.202759,991.4486186,1022.73395,1065.99481,1103.192059,1127.883761,1180.315517,1159.728243,1170.276694,1214.021016,1257.090692,1277.871981,1276.207676,1260.684643,1310.687204
Guinea,GIN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.701955566,1.779641713,3.251691755,-0.62744306,0.394936359,0.980728623,0.404738655,-0.41216212,2.635376107,-2.484782373,-0.308025008,1.639470491,1.674785996,0.037512746,-1.8868115,-2.2678608,2.6167361
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,340.0516918,315.8398003,322.811171,370.1931781,386.3288283,303.424498,296.6803082,409.456775,437.4467238,436.6895539,438.7513346,459.2009012,502.3485646,540.1693204,561.0997387,554.0408766,508.1450784
Guinea,GIN,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.128479357,0.125720735,0.121910535,0.122074819,0.119283446,0.101889455,0.099407519,0.100117523,0.172600529,0.178594085,0.201937137,0.207479352,0.185386644,0.161397831,,,
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.145288791,0.144699352,0.144876548,0.144161537,0.141421456,0.121983999,0.119494267,0.11985171,0.212067121,0.213978768,0.2412015,0.251884294,0.22883261,0.199296674,,,
Guinea,GIN,Urban population (% of total),SP.URB.TOTL.IN.ZS,31.017,31.355,31.702,32.06,32.428,32.807,33.196,33.596,34.005,34.426,34.856,35.297,35.748,36.209,36.68,37.161,37.651
Guinea,GIN,Rural population (% of total population),SP.RUR.TOTL.ZS,68.983,68.645,68.298,67.94,67.572,67.193,66.804,66.404,65.995,65.574,65.144,64.703,64.252,63.791,63.32,62.839,62.349
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.503060561,3.658346471,5.164609466,1.24860126,2.340117313,2.997272561,2.496728569,1.757682351,4.936932709,-0.280192286,1.936217423,3.90876145,3.944111989,2.299999238,0.399998601,0.099994528,5.199999192
Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.811999798,6.837999821,6.857999802,6.835999966,6.862999916,6.882999897,6.888000011,6.888000011,6.934000015,6.879000187,6.900000095,6.903999805,6.901000023,6.979000092,6.952000141,6.90199995,6.847000122
Guinea,GIN,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,2.946603478,5.926133927,4.211069128,3.526260514,3.207243928,1.339775366,3.907640812,2.800522122,3.599297246,3.228958812,3.190814494,4.656621442,4.347395755,7.419017764,2.091439689,0.57170081,3.979156798
Guinea,GIN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,104.4339729,101.4395842,102.4926139,99.22865232,101.1902677,100.3254197,102.0270908,107.6536495,105.1438946,104.2555843,108.1773028,117.8679691,132.2543854,126.1503496,125.3528819,124.484017,121.3898654
Guinea,GIN,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,3.45616834,3.65332963,3.76254133,3.44611461,3.13747392,2.82148862,3.02029095,3.07812234,3.2070461,3.84851388,4.54713891,4.73099737,5.39134293,5.49316028,5.64479793,,
Guinea,GIN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.094,,,,0.115,0.1,,,,,0.1,,,,,,
Guinea,GIN,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,0.469,,,,0.511,,,,,,,,,,,,
Guinea,GIN,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,,,,,0.011,0.018,,,,,,,,,,,
Guinea,GIN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,0.3,,,,,,0.3,,,,,
Guinea,GIN,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,0.603668957,1.112486278,5.280577693,-6.693297793,,,,2.97539222,-1.946744873,-0.536106042,1.379841425,2.836006721,3.981246418,-0.096683668,-2.181439235,-1.990857729,1.147652545
Guinea,GIN,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2.403016047,2.978876314,7.231084055,-4.931770123,,,,5.219045564,0.252059527,1.712539041,3.662080711,5.132012585,6.302051355,2.162767787,0.098503719,0.383708832,3.69393308
Guinea,GIN,GNI (current US$),NY.GNP.MKTP.CD,2922237098,2746252750,2917012439,3200990696,3395183789,2657936712,2593527162,3763725917,3992667540,4107952429,4302274718,4624809469,5234948923,5777915797,6134091142,6225650529,5786844111
Guinea,GIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,31.37330259,34.6952706,22.84442192,18.38406459,4.68438869,15.46198107,21.35046642,15.22455748,11.88842377,9.713977334,8.151969734,8.129877159
Guinea,GIN,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,73.44661976,51.86306158,85.83900562,93.36838083,92.03373946,84.07528049,85.16769013,86.52977413,86.85131195,67.35880399,75.1642365,80.67976221,80.80598516,85.4148556,,,
Guinea,GIN,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,55.34797873,56.77940818,73.6567815,67.76464515,49.71020639,49.77782406,42.77761404,54.28161013,34.69081292,56.97760861,34.62036023,36.96188029,57.97075446,43.45099727,,,
Guinea,GIN,"Labor force, total",SL.TLF.TOTL.IN,3433611,3512152,3596403,3687145,3783902,3886464,3990825,4106156,4229851,4359881,4495166,4653990,4770235,5418719,5564033,5719317,5877074
Guinea,GIN,Land area (sq. km),AG.LND.TOTL.K2,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720
Italy,ITA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,4.2,4.4,4.4,4.1,4.203,,3.7,,4.242,3.802,3.486,4.092,3.764,,,,
Italy,ITA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,,,,5.44,,,6.932,,,,0.29,,,,,,
Italy,ITA,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,,,,,,,,,,,,,,,,,
Italy,ITA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.699999809,4.599999905,4.400000095,,4,4,3.9,,3.7,3.6,3.53,3.4,,,,,
Italy,ITA,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.216573034,0.212699607,0.213238209,0.220319811,0.219492046,0.217158067,0.211070665,0.20504881,0.200288054,0.190298838,0.188899312,0.184402958,0.176141439,0.167265866,,,
Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.912673166,7.904432663,7.932323042,8.17175128,8.216487201,8.166090128,8.072145596,7.917347216,7.60176497,6.795651486,6.83837457,6.702557614,6.205044324,5.723809985,,,
Italy,ITA,Urban population (% of total),SP.URB.TOTL.IN.ZS,67.222,67.282,67.382,67.501,67.62,67.738,67.856,67.974,68.092,68.209,68.327,68.444,68.56,68.686,68.821,68.964,69.116
Italy,ITA,Rural population (% of total population),SP.RUR.TOTL.ZS,32.778,32.718,32.618,32.499,32.38,32.262,32.144,32.026,31.908,31.791,31.673,31.556,31.44,31.314,31.179,31.036,30.884
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.84200001,9.595000267,9.208000183,8.866000175,7.866000175,7.730000019,6.77699995,6.074999809,6.72300005,7.749000072,8.362000465,8.359000206,10.65499973,12.14900017,12.68299961,11.89599991,11.54100037
Italy,ITA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,20.77287342,21.19427155,21.13586879,20.46244414,20.82193567,20.19606412,20.39833359,20.79372578,18.97233363,17.51089362,17.11167322,17.45627376,17.49588991,17.9209865,18.90584367,18.75186663,19.64146049
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,27006.39772,27996.73118,28641.55892,29079.55062,29468.15937,30051.77252,32350.57784,33983.15182,35402.91755,34549.27609,35075.7532,36347.34335,36237.10964,36131.13125,36294.07193,37255.17001,38160.67359
Italy,ITA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.663134183,1.715039025,0.099370852,-0.292868099,0.92663808,0.454825968,1.70045723,0.962787147,-1.703749434,-5.911710901,1.374225006,0.40380335,-3.080609243,-2.860797015,-0.800674505,0.880421769,1.096284131
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,20051.2426,20400.8109,22196.50736,27387.2258,31174.56118,31959.26215,33410.7482,37698.78573,40640.18465,36976.84512,35849.37364,38334.68477,34814.12436,35370.27441,35396.66517,30049.14755,30527.2682
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.710107987,1.77218597,0.248546306,0.151323895,1.581936027,0.949664837,2.00658763,1.473871503,-1.050405284,-5.482053957,1.686523279,0.57662466,-2.819019127,-1.728157335,0.113671537,0.783243955,0.879890549
Italy,ITA,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,-1.313380537,-3.148287633,-4.270704795,-3.848900701,11.97480966,-4.668561248,-0.590428746,0.164749542,1.158985174,-1.626550631,0.362798995,1.911643715,-2.589751814,1.394577711,-2.322851747,4.420316061,-0.653689406
Italy,ITA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,99.15894358,98.74472344,99.25405201,99.54716692,99.41784361,100.1104924,100.8363388,100.3592506,100.7889258,100.6559235,101.9691795,101.5702932,99.01215018,97.74141299,97.14673887,97.08937735,96.53904139
Italy,ITA,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,7.91371676,8.11320938,8.22996699,8.17185036,8.49431614,8.70707069,8.81849072,8.48168567,8.88584923,9.41489657,9.41991203,9.27499911,9.28206804,9.21721878,9.24791783,,
Italy,ITA,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,33.15587728,36.75680321,35.40574287,38.09319198,36.60543579,39.33220007,39.9569111,40.78457121,39.26025788,38.21090998,40.7031951,40.14709994,42.28115182,40.15079763,39.50417625,39.04266243,39.6180172
Italy,ITA,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,43.76655864,47.97325713,45.53449823,44.91758493,42.49104656,44.49667227,46.5854951,47.54303035,43.84772978,43.96906671,43.66281547,43.46516627,42.97979696,42.07142424,41.79789433,41.84994986,42.02457604
Italy,ITA,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,3.469050291,1.79195715,-0.043902952,-0.331916142,1.253295064,0.778688784,1.940071152,0.652411168,-2.674783377,-5.107092761,1.234729919,0.340667613,-2.960305203,-2.890964012,-0.628618793,0.313066586,1.840973228
Italy,ITA,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,3.515936148,1.84914731,0.105058986,0.112101894,1.910713934,1.275122996,2.246922817,1.161924369,-2.027893383,-4.673761504,1.546598456,0.51338025,-2.698390381,-1.758676077,0.287313131,0.216435304,1.622985661
Italy,ITA,GNI (current US$),NY.GNP.MKTP.CD,1.14E+12,1.16E+12,1.26E+12,1.56E+12,1.80E+12,1.86E+12,1.95E+12,2.20E+12,2.37E+12,2.18E+12,2.12E+12,2.27E+12,2.07E+12,2.13E+12,2.15E+12,1.81E+12,1.85E+12
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.519318302,2.787816211,2.461074837,2.676470588,2.21522009,1.999065857,2.06978661,1.821444594,3.375044061,0.750149177,1.539893392,2.741438213,3.04136253,1.219992129,0.241057543,0.03878675,-0.123335389
Italy,ITA,"Labor force, total",SL.TLF.TOTL.IN,23353186,23476386,23737486,24047035,24517266,24393023,24452905,24434491,24755723,24537821,24474391,24448220,24958297,25048224,25410478,25352622,25279551
Italy,ITA,Land area (sq. km),AG.LND.TOTL.K2,294110,294110,294110,294140,294140,294140,294140,294140,294140,294140,294140,294140,294140,294140,294140,294140,294140
Liberia,LBR,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.17582837,0.198824713,0.190195334,0.290559436,0.332639375,0.374251392,0.355093914,0.290811559,0.228402853,0.198596293,0.28806905,0.299363908,0.319237934,0.272774428,,,
Liberia,LBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.147467067,0.165504231,0.160430943,0.168274003,0.193947011,0.223760054,0.221594757,0.191025901,0.154168463,0.13565347,0.201548583,0.219830783,0.246421494,0.223290253,,,
Liberia,LBR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,-12.20333222,-19.30328306,80.72825064,-8.746272391,28.66169886,22.53822607,6.264763539,17.52454783,12.99127629,-7.711831492,-13.35969799,-2.83920308,
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,664.7766667,674.8301245,694.3210161,486.2156545,502.9640936,532.3540947,572.7162985,618.8861988,648.426741,661.1688639,685.5006861,734.3262738,786.1243216,847.1320298,847.6885942,836.0755712,812.8867372
Liberia,LBR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,21.92750994,-0.749514144,1.332683439,-31.34158668,0.676333935,2.543868926,4.375151083,5.260236644,2.757475026,1.196561014,2.429104953,4.955673239,5.117500739,6.047886558,-1.694317586,-2.419848249,-4.035610729
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,183.4149991,174.1815473,177.2851087,133.4945108,149.4452549,168.6480254,178.927099,210.3733292,232.061732,303.0667491,327.4205097,379.6895803,415.0361958,454.1222236,458.4651734,452.0380717,455.3707414
Liberia,LBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,44.331,44.673,45.017,45.361,45.706,46.051,46.396,46.742,47.088,47.441,47.801,48.168,48.541,48.921,49.308,49.701,50.1
Liberia,LBR,Rural population (% of total population),SP.RUR.TOTL.ZS,55.669,55.327,54.983,54.639,54.294,53.949,53.604,53.258,52.912,52.559,52.199,51.832,51.459,51.079,50.692,50.299,49.9
Liberia,LBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.537000179,4.368000031,4.209000111,4.09499979,3.984999895,4.93599987,4.156000137,5.599999905,5.112999916,4.618000031,3.700000048,3.713999987,3.721999884,3.724999905,3.622999907,3.871000051,4.001999855
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,28.61593335,2.918717298,3.762764999,-30.14522252,2.620605256,5.28197573,8.043162022,9.534892858,7.146939285,5.300099075,6.099944692,8.199998146,7.99445127,8.703875016,0.701141636,0,-1.6
Liberia,LBR,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,5.543259562,-1.988981387,-29.8244253,-14.90735356,3.079137188,4.235332772,7.278486936,10.54860507,5.26670825,3.602821516,3.887523698,1.902870284,2.568022789,-0.626098231,0.072639485,-1.359205813
Liberia,LBR,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,107.5605134,97.44493282,88.42127072,99.80615385,255.2559511,252.1818182,212.2462849,261.4284292,210.3359193,179.6828093,173.4962738,172.6529183,156.3411121,161.8340611,180.1043219,187.079646,178.8576868
Liberia,LBR,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,5.91313981,6.40765167,5.42610813,3.43834059,8.77485716,8.0358831,10.90408771,10.23524323,11.82501159,14.39018881,11.86712183,11.23228864,10.18650065,9.25436605,10.03633328,,
Liberia,LBR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,,,,,0.03,,,,0.014,,0.014,,,,,,
